PAYPAL           INST XFER  4G8226LUUN43W   WEB ID: PAYPA	1
PAYPAL *1SALEADAY 305-432-0163 FL            	1
PAYPAL *CMPLE COM 402-935-7733 NY            	1
PAYPAL *FREEPEOPLEC 402-935-7733 SC          	1
PAYPAL *GETLEECHLTD 402-935-7733 CA          	1
PAYPAL *GOLDPARTER 402-935-7733 CA           	1
PAYPAL *HDE 402-935-7733 PA                  	1
PAYPAL *JETS INC 402-935-7733 CA             	1
PAYPAL *JVARGASALPH 402-935-7733 CA          	1
PAYPAL *NOOELEC INC TORONTO ON               	1
PAYPAL *POWER HOBBY 402-935-7733 NY          	1
PAYPAL *SKYPE 35314369001                    	1
PAYPAL *TG SOLAR 402-935-7733 CA             	1
PAYPAL *USAHITECINC 402-935-7733 CA          	1
PAYPAL *VERTADISLTD 402-935-7733 CA          	1
PAYPAL *ZYDISTRO 402-935-7733 CA             	1
PETITE ABEILLE NEW YORK NY                   	1
PICK A BAGEL ON LEXINGT NEW YORK NY          	1
PINKBERRY-6THNY NEW YORK NY                  	1
PIONEER SUPERMARKE BROOK168002 	1
PIONEER SUPERMARKE BROOK192191 	1
PIONEER SUPERMARKE BROOK193748 	1
PIONEER SUPERMARKE BROOK405775 	1
PIONEER SUPERMARKE BROOK407367 	1
PIONEER SUPERMARKE BROOK421377 	1
PIONEER SUPERMARKE BROOK451597 	1
PIONEER SUPERMARKE BROOK475932 	1
PIONEER SUPERMARKE BROOKLYN NY               	1
POCHA NEW YORK NY                            	1
PRATT INSTITUTE CBO 718-       	1
PRIVE DESIGNER SALES NEW       	1
PRIVE SAMPLE SALE New York NY                	1
RADIOSHACK COR BROOKLYN NY                   	1
RAINBOW YCS NEW YORK NY                      	1
REGALE DELI NEW YORK NY                      	1
SAVENORS MARKET BOSTON MA                    	1
SCENT ELATE NY NY                            	1
SCHOOL OF VISUAL ART 877-2143932 OR          	1
SEPHORA 302 NEW YORK NY                      	1
SHABU SHABU 70 NEW YORK NY                   	1
SHORTLINE TERMINAL AGE PARAMUS NJ            	1
SHORTLINE TERMINAL NEW YORK NY       912483  	1
SIL THREAD NEW YORK NY                       	1
SKYPE COMMUNICAT IAT PAYPAL 4G8226JTWDUME   WEB ID: 77051	1
SKYPE COMMUNICAT IAT PAYPAL 4G8226WS5H7SG   WEB ID: 77051	1
SLM-NYU APP FEE 800-2394211 VA               	1
SPARKFUN ELECTRONICS 303-284-0979 CO         	1
SPICE THAI CUISINE CAMBRIDGE MA              	1
SPORTS AUTHORI NEW YORK NY           006981  	1
STAGE #960 877-737-8243 TX                   	1
"Staples, Inc CAMBRIDGE MA            309298  "	1
"Staples, Inc NEW YORK NY             483344  "	1
STARBUCKS #00823 NEW YO New York NY          	1
STARBUCKS #07675 NEW YO New York NY          	1
STARBUCKS A CO32271553 SEATTLE WA            	1
STUDENTUNIVERSE 800-2729676 MA               	1
SUBWAY        00202747 NEW YORK NY           	1
SUBWAY        00538041 NEW YORK NY           	1
SUPERDRY NY BROADWAY F NEW YORK NY           	1
THAI 101 BROOKLYN NY                         	1
THANKS 1B LLC NEW YORK NY                    	1
THE CAFES AT MOMA NEW YORK NY                	1
THE HOME DEPOT #6957 BROOKLYN NY     037959  	1
THE NEW SCHOOL 212-229-5660 NY               	1
THE NEW SCHOOL28117273 NEW YORK NY           	1
TIA`S BOSTON BOSTON MA                       	1
TM *BIGBANG 800-653-8000 NY                  	1
TM *KYARY PAMYU PAMYU 800-653-8000 CA        	1
TM *TAYLOR SWIFT 800-653-8000 NY             	1
TRAVEL INSURANCE POLI 800-729-6021 VA        	1
TWC*TIME WARNER NYC 718-358-0900 NY          	1
UTRECHT ART SUPPLY #41 B        06/12UTRE	1
UTRECHT ART SUPPLY #41 BROOKLY NY  	1
VICTORIA SECRET 800-888-1500 OH              	1
VIVE LE CREPE NEW YORK NY                    	1
WALGREENS 757 N MICHIG CHICAGO IL  	1
WATER TRANSKIOSK SALE QUINCY MA              	1
WHOLE FOODS MARK 40Eas New York NY 	1
WIKIMEDIA 8776009454 877-6009454 CA          	1
WIRE ONLINE DOMESTI	1
