2013012	Amazon.com AMZN.COM/BILL WA                  	42.41
2013012	APL*APPLE ITUNES STOR 866-712-7753 CA        	5.42
2013012	CULINART @ PRATT INSTI BROOKLYN NY           	14.64
2013015	LCI*BIOTHERM 866-246-8437 NY                 	22
2013015	MYRTLE THAI RESTAURANT BROOKLYN NY           	23
2013015	PIONEER SUPERMARKE BROOKLYN NY     	59.08
2013018	PIONEER SUPERMARKE BROOKLYN NY     	27.98
2013019	APL*APPLE ITUNES STOR 866-712-7753 CA        	3.24
2013019	APPLE ART BROOKLYN NY                        	27.14
2013019	CULINART @ PRATT INSTI BROOKLYN NY           	15.73
2013022	Online Transfer from  SAV ...9790	0
2013022	Online Transfer from  SAV ...9790	0
2013023	PIONEER SUPERMARKE BROOKLYN NY     	41.57
2013024	PRATT INSTITUTE PRATT.EDU NY                 	21.095
2013025	FREEPEOPLE.COM #2899 972-550-2751 PA         	298.86
2013025	MTA MVM CLASSON AVENU 718-330-1234 NY        	20
2013026	CULINART @ PRATT INSTI BROOKLYN NY           	12.47
2013029	AT&T DF ZEMK5 50136 8003310500 NY  	217.74
2013029	KMART           7777 NEW YORK NY   	20.33
2013029	MTA VENDING MACHINES 718-330-1234 NY 	20
2013102	HOTEL PLAZA ALMENDROS ISLA MUJERES           	83.83
2013102	NON-CHASE ATM FEE	5
2013102	NON-CHASE ATM WITHDRAW             	125.31
2013102	PIONEER SUPERMARKE BROOKLYN NY     	40.22
2013102	THE NEW SCHOOL 212-229-5660 NY               	50
2013104	NON-CHASE ATM FEE	5
2013104	NON-CHASE ATM WITHDRAW             	245.33
2013104	PAYPAL           INST XFER  4G8226LUUN43W   WEB ID: PAYPA	9
2013105	PAYPAL           INST XFER  4G8226DWFGBCS   WEB ID: PAYPA	9
2013106	Amazon.com AMZN.COM/BILL WA                  	31.79
2013107	COLLEGE TRANSCRIPT 7037424200 VA             	7.25
2013107	MATATENA HOTEL SOLIDARIDAD Q                 	55.65
2013107	SCHOOL OF VISUAL ART 877-2143932 OR          	80
2013108	AMAZON MKTPLACE PMTS AMZN.COM/BILL WA        	29.99
2013108	E TRAVEL RESERVATION BENITO JUAREZ           	125.1
2013108	HERCULES LAUNDRY 800-526-5760 NY             	10
2013108	SUPERDRY NY BROADWAY F NEW YORK NY           	25
2013109	AT&T EMK5 10136 NEW YORK NY        	27.21
2013111	C-TOWN SUPERMARKET S90 BROOKLYN NY 	23.79
2013111	MTA VENDING MACHINES 718-330-1234 NY 	10
2013113	Amazon.com AMZN.COM/BILL WA                  	18.83
2013113	CULINART @ PRATT INSTI BROOKLYN NY           	26.57
2013113	J MART GROUP INC FLUSHING NY                 	46.33
2013113	PAYPAL *FREEPEOPLEC 402-935-7733 SC          	-52.43
2013113	PIONEER SUPERMARKE BROOKLYN NY     	10.23
2013114	CENTURY TWENTY ONE #10 NEW YORK NY 	142.87
2013114	CULINART @ PRATT INSTI BROOKLYN NY           	12.47
2013114	GUACAMOLE GRILL CANCUN                   	16.2
2013114	MTA VENDING MACHINES 718-330-1234 NY 	10
2013114	PIONEER SUPERMARKE BROOKLYN NY     	58.8
2013114	SZE CHUAN GOURMET NEW YORK NY                	24
2013115	ONLINE WIRE TRANSFER VIA: BANK OF AMERICA	260
2013115	PIONEER SUPERMARKE BROOKLYN NY     	35.39
2013115	PIONEER SUPERMARKE BROOKLYN NY     	28.98
2013115	WIRE ONLINE DOMESTI	25
2013116	COLLEGE TRANSCRIPT 703-742-4200 VA           	12.25
2013116	PIONEER SUPERMARKE BROOKLYN NY     	14.73
2013118	CULINART @ PRATT INSTI BROOKLYN NY           	4.9
2013119	Amazon.com AMZN.COM/BILL WA                  	13.74
2013119	PIONEER SUPERMARKE BROOKLYN NY     	43.13
2013120	AMAZON MKTPLACE PMTS AMZN.COM/BILL WA        	18.72
2013122	CENTURY TWENTY ONE #10 NEW YORK NY           	-78.64
2013122	METROCARD VALUE @ AIR 718-330-1234 NY651834  	10
2013122	MTA VENDING MACHINES 718-330-1234 NY 	10
2013123	MTA VENDING MACHINES 718-330-1234 NY 	10
2013125	CULINART @ PRATT INSTI BROOKLYN NY           	11.11
2013126	APL*APPLE ITUNES STOR 866-712-7753 CA        	2.17
2013126	ETS*CTF TOEFL iBT Tes 609-771-7100 NJ        	180
2013126	PIONEER SUPERMARKE BROOKLYN NY     	64.03
2013127	Online Transfer from  SAV ...9790	0
2013128	AMERICAN AI 00123184111 DALLAS TX            	179.8
2013128	FREEPEOPLE.COM #2899 972-550-2751 PA         	135.96
2013128	Online Transfer from  SAV ...9790	0
2013128	PIONEER SUPERMARKE BROOKLYN NY     	17.99
2013128	PRATT INSTITUTE PRATT.EDU NY                 	777.05
2013128	TM *KYARY PAMYU PAMYU 800-653-8000 CA        	40
2013130	MTA VENDING MACHINES 718-330-1234 NY 	20
2013130	PIONEER SUPERMARKE BROOKLYN NY     	40.21
2013130	UTRECHT ART SUPPLY #41 BROOKLY NY            	48.08
2013131	KHIMS MILLENIUM VIII BROOKLYN NY             	16.36
2013201	C-TOWN SUPERMARKET S90 BROOKLYN NY 	26.63
2013203	AMAZON MKTPLACE PMTS AMZN.COM/BILL WA        	13.3
2013203	MTA VENDING MACHINES 718-330-1234 NY 	10
2013203	PIONEER SUPERMARKE BROOKLYN NY     	38.35
2013203	SLM-NYU APP FEE 800-2394211 VA               	60
2013204	PAYPAL           INST XFER  4G8226H9SPBFA   WEB ID: PAYPA	9
2013204	PIONEER SUPERMARKE BROOKLYN NY     	47.97
2013205	Amazon.com AMZN.COM/BILL WA                  	513.88
2013205	CULINART @ PRATT INSTI BROOKLYN NY           	10.56
2013205	CULINART @ PRATT INSTI BROOKLYN NY           	12.47
2013205	Online Transfer from  SAV ...9790	-1000
2013205	PIONEER SUPERMARKE BROOKLYN NY     	44.18
2013207	AMERICAN AI 00123165643 DALLAS TX            	228.71
2013207	AMERICAN AI 00123742346 DALLAS TX            	208.22
2013207	PIONEER SUPERMARKE BROOKLYN NY     	28.61
2013207	TRAVEL INSURANCE POLI 800-729-6021 VA        	23.63
2013210	AMAZON MKTPLACE PMTS AMZN.COM/BILL WA        	429
2013210	PRATT-INST.- PRATT CAR 718-3994202 NY        	80
2013211	C-TOWN SUPERMARKET S90 BROOKLYN NY 	8.28
2013212	Amazon.com AMZN.COM/BILL WA                  	-482.81
2013212	HERCULES LAUNDRY 800-526-5760 NY             	10
2013212	PIONEER SUPERMARKE BROOKLYN NY     	77.61
2013214	302-1242-SOHO NEW YORK NY                    	204.87
2013214	URBAN OUTFITTER URBAN NEW YORK NY  	46.47
2013215	MANGO NEW YORK NY                            	39.99
2013215	PIONEER SUPERMARKE BROOKLYN NY     	33.63
2013215	SEPHORA 302 NEW YORK NY                      	58.79
2013215	TOP SHOP NEW YORK NEW YORK NY                	72
2013215	TOP SHOP NEW YORK NEW YORK NY                	75.6
2013217	FREEPEOPLE.COM #2899 972-550-2751 PA         	119.85
2013217	HONG KONG SUPERMARKET NEW YORK NY            	41.03
2013217	SKYPE COMMUNICAT IAT PAYPAL 4G8226JTWDUME   WEB ID: 77051	10
2013217	VICTORIA SECRET 800-888-1500 OH              	59.29
2013217	WIKIMEDIA 8776009454 877-6009454 CA          	3
2013218	MTA VENDING MACHINES 718-330-1234 NY 	10
2013219	APL*APPLE ITUNES STOR 866-712-7753 CA        	2.16
2013219	CULINART @ PRATT INSTI BROOKLYN NY           	7.57
2013219	CULINART @ PRATT INSTI BROOKLYN NY           	3.81
2013219	HOTWIRE-SALES FINAL 866-468-9473 CA          	585.89
2013219	Online Transfer from SAV ...9790	-1000
2013219	PIONEER SUPERMARKE BROOKLYN NY     	33.75
2013219	PIONEER SUPERMARKE BROOKLYN NY     	49.32
2013219	SHORTLINE TERMINAL AGE PARAMUS NJ            	53.5
2013219	SHORTLINE TERMINAL NEW YORK NY       912483  	45.5
2013219	THANKS 1B LLC NEW YORK NY                    	30
2013220	FREEPEOPLE.COM #2899 972-550-2751 PA         	217.7
2013220	THE CAFES AT MOMA NEW YORK NY                	25
2013221	Online Transfer from  SAV ...9790	-600
2013224	ANTHROPOLOGIE 4 ANTHRO NEW YORK NY	19.95
2013224	EVENT TICKET INSURANC 866-456-3102 VA        	14
2013224	JOE FRESH NEW YORK NY                        	21
2013224	MTA VENDING MACHINES 718-330-1234 NY 	10
2013224	MUJI SOHO NY NY                              	7.3
2013224	TM *TAYLOR SWIFT 800-653-8000 NY             	235.6
2013224	URBAN OUTFITTER URBAN NEW YORK NY  	46.42
2013225	MTA VENDING MACHINES 718-330-1234 NY 	20
2013225	TOP SHOP NEW YORK NEW YORK NY                	-64.8
2013226	AMAZON MKTPLACE PMTS AMZN.COM/BILL WA        	38.83
2013226	AMAZON MKTPLACE PMTS AMZN.COM/BILL WA        	132.72
2013226	ASSOCIATED BROOKLYN NY             	34.35
2013226	CULINART @ PRATT INSTI BROOKLYN NY           	15.73
2013226	CULINART @ PRATT INSTI BROOKLYN NY           	7.57
2013226	CULINART @ PRATT INSTI BROOKLYN NY           	3.26
2013226	FANDANGO.COM FANDANGO.COM CA                 	48.75
2013226	J MART GROUP INC FLUSHING NY       	81.84
2013226	MTA VENDING MACHINES 718-330-1234 NY 	20
2013226	SZE CHUAN GOURMET NEW YORK NY                	43
2013227	Amazon.com AMZN.COM/BILL WA                  	8.48
2013228	Online Transfer from  SAV ...9790	-19000
2013231	APL*APPLE ITUNES STOR 866-712-7753 CA        	1.08
2013231	C-TOWN SUPERMARKET S90 BROOKLYN NY 	24.55
2013231	HERCULES LAUNDRY 800-526-5760 NY             	25
2013231	HOT SOTAVENTO CANCUN                         	55.5
2013231	MOVIETICKETS.COM 888-4408457 FL              	10
2013231	PAYPAL *VERTADISLTD 402-935-7733 CA          	120
2013231	PIONEER SUPERMARKE BROOKLYN NY     	17.4
2013231	PRATT INSTITUTE PRATT.EDU NY                 	17.389
2013231	SZE CHUAN GOURMET NEW YORK NY                	32
2013301	J MART GROUP INC FLUSHING NY       	40.31
2013305	CULINART @ PRATT INSTI BROOKLYN NY           	11.38
2013305	CULINART @ PRATT INSTI BROOKLYN NY           	7.57
2013305	CULINART @ PRATT INSTI BROOKLYN NY           	3.26
2013305	PIONEER SUPERMARKE BROOKLYN NY     	13.63
2013306	MTA VENDING MACHINES 718-330-1234 NY 	10
2013306	SPORTS AUTHORI NEW YORK NY           006981  	14.14
2013311	7-ELEVEN CHICAGO IL                          	17.69
2013311	7-ELEVEN CHICAGO IL                          	7.63
2013311	CTA-O'HARE 888-9687282 IL                    	33
2013311	DISNEY STORE #838 CHICAGO IL                 	27.32
2013311	JOHN BARLEYCORN RIVER N CHICAGO IL           	41
2013311	LAGUARDIA/FIGS CAFE CON FLUSHING NY          	9.34
2013311	MUSEUM OF CONTEMPORARY CHICAGO IL            	6.15
2013311	Online Transfer from SAV ...9790	0
2013312	7-ELEVEN CHICAGO IL                          	5.6
2013315	WALGREENS 757 N MICHIG CHICAGO IL  	7.56
2013318	PIONEER SUPERMARKE BROOKLYN NY     	32.86
2013318	UTRECHT ART SUPPLY #41 BROOKLY NY  	19.66
2013321	PIONEER SUPERMARKE BROOKLYN NY     	11.54
2013322	CULINART @ PRATT INSTI BROOKLYN NY           	10.56
2013322	CULINART @ PRATT INSTI BROOKLYN NY           	10.83
2013322	NATIONAL GRID 718-643-4050 NY                	71.67
2013322	PIONEER SUPERMARKE BROOKLYN NY     	32.19
2013325	CULINART @ PRATT INSTI BROOKLYN NY           	7.57
2013325	J MART GROUP INC FLUSHING NY       	30.36
2013325	MTA VENDING MACHINES 718-330-1234 NY 	20
2013326	CULINART @ PRATT INSTI BROOKLYN NY           	11.92
2013326	PIONEER SUPERMARKE BROOKLYN NY     	28.81
2013401	APL*APPLE ITUNES STOR 866-712-7753 CA        	1.08
2013401	PIONEER SUPERMARKE BROOKLYN NY     	36.45
2013402	CULINART @ PRATT INSTI BROOKLYN NY           	2.99
2013403	7-ELEVEN NEW YORK NY                         	4.66
2013403	SKYPE COMMUNICAT IAT PAYPAL 4G8226WS5H7SG   WEB ID: 77051	10
2013404	APL*APPLE ITUNES STOR 866-712-7753 CA        	5.43
2013404	PRATT-INST.- PRATT CAR 718-3994202 NY        	50
2013405	CULINART @ PRATT INSTI BROOKLYN NY           	2.99
2013405	THE NEW SCHOOL 212-229-8930 NY               	500
2013408	CLINTON PARK CAFE BROOKLYN NY                	14
2013409	Online Transfer from SAV ...9790	-400
2013410	7-ELEVEN NEW YORK NY                         	11.89
2013410	SCENT ELATE NY NY                            	14
2013412	CLINTON PARK CAFE BROOKLYN NY                	28
2013412	CULINART @ PRATT INSTI BROOKLYN NY           	10.29
2013412	OPS*HRCLS LNDY 800526 800-555-1212 NY        	10
2013415	ANTHROPOLOGIE 4 ANTHRO NEW YORK NY	88.49
2013415	BEDBATH&BEYOND# BEDBAT NEW YORK NY 	16.32
2013415	CLINTON PARK CAFE BROOKLYN NY                	25
2013415	CLINTON PARK CAFE BROOKLYN NY                	25
2013415	M2M MART NEW YORK NY                         	5.03
2013415	MTA VENDING MACHINES BROOKLYN NY     	20
2013415	NEW MUSEUM NEW YORK NY                       	10
2013415	NEW MUSEUM STORE NEW YORK NY                 	55.53
2013416	C-TOWN SUPERMARKET S90 BROOKLYN NY 	12.52
2013416	C-TOWN SUPERMARKET S90 BROOKLYN NY 	27.75
2013416	CULINART @ PRATT INSTI BROOKLYN NY           	10.23
2013416	Online Transfer from SAV ...9790	-500
2013417	CLINTON HILL HARDWARE I BROOKLYN NY          	8.48
2013418	CLINTON PARK CAFE BROOKLYN NY                	18
2013419	CULINART @ PRATT INSTI BROOKLYN NY           	2.99
2013419	CULINART @ PRATT INSTI BROOKLYN NY           	15.46
2013419	FREEPEOPLE.COM #2899 972-550-2751 PA         	136.06
2013419	WWW.ESTEELAUDER.COM 877-311-3883 PA          	64.78
2013422	Amazon.com AMZN.COM/BILL WA                  	32.89
2013422	Amazon.com AMZN.COM/BILL WA                  	31.41
2013422	CLINTON PARK CAFE BROOKLYN NY                	15
2013422	PIONEER SUPERMARKE BROOKLYN NY     	6.39
2013422	STAGE #960 877-737-8243 TX                   	9.79
2013423	CULINART @ PRATT INSTI BROOKLYN NY           	1.91
2013423	NATIONAL GRID 718-643-4050 NY                	54.17
2013423	WAZA SUSHI BROOKLYN NY                       	23
2013424	CLINTON PARK CAFE BROOKLYN NY                	28
2013425	PIONEER SUPERMARKE BROOKLYN NY     	25.38
2013426	Online Transfer from SAV ...9790	-2000
2013429	CLINTON PARK CAFE BROOKLYN NY                	30
2013429	PIONEER SUPERMARKE BROOKLYN NY     	12.25
2013430	ANA AIR     20505210AZX TORRANCE CA          	18.935
2013501	NEWARK US     00000109 773-9075740 IL        	43.93
2013501	PIONEER SUPERMARKE BROOKLYN NY     	19.66
2013502	CULINART @ PRATT INSTI BROOKLYN NY           	10.56
2013502	MTA VENDING MACHINES BROOKLYN NY     	10
2013503	FREE PEOPLE #829 NEW YORK NY                 	-59.9
2013503	Online Transfer from SAV ...9790	-500
2013503	OPS*HRCLS LNDY 800526 800-555-1212 NY        	10
2013506	AMAZON MKTPLACE PMTS AMZN.COM/BILL WA        	24.2
2013506	CLINTON PARK CAFE BROOKLYN NY                	15
2013506	J MART GROUP INC FLUSHING NY       	23.21
2013506	MTA VENDING MACHINES BROOKLYN NY     	20
2013507	PIONEER SUPERMARKE BROOKLYN NY     	17.48
2013508	AMAZON MKTPLACE PMTS AMZN.COM/BILL WA        	35.42
2013510	FREEPEOPLE.COM #2899 972-550-2751 PA         	304.95
2013510	PAYPAL *1SALEADAY 305-432-0163 FL            	39.99
2013516	URBAN-OUTFITTERS-DIR 972-550-2751 PA         	59.02
2013517	Amazon.com AMZN.COM/BILL WA                  	49.99
2013517	Online Transfer from SAV ...9790	-400
2013520	Amazon.com AMZN.COM/BILL WA                  	97.95
2013520	MORTON WILLIAMS 2941 B NEW YORK NY 	1.89
2013520	MTA VENDING MACHINES BROOKLYN NY     	20
2013521	PIONEER SUPERMARKE BROOKLYN NY     	47.36
2013522	Amazon.com AMZN.COM/BILL WA                  	40.75
2013523	NATIONAL GRID 718-643-4050 NY                	33.92
2013523	Online Transfer from SAV ...9790	-400
2013524	Amazon.com AMZN.COM/BILL WA                  	49.99
2013524	Amazon.com AMZN.COM/BILL WA                  	54.38
2013524	WWW.ESTEELAUDER.COM 877-311-3883 PA          	59.88
2013528	Amazon.com AMZN.COM/BILL WA                  	12.89
2013528	Amazon.com AMZN.COM/BILL WA                  	8.64
2013528	Amazon.com AMZN.COM/BILL WA                  	7.62
2013528	AMERICAN AI 00123230509 DALLAS TX            	1221.61
2013528	ASIAN JEWELS SEAFOOD RE FLUSHING NY          	65
2013528	GAP USA New York NY                	10
2013528	MTA VENDING MACHINES BROOKLYN NY     	10
2013528	NORDSTROM DIRECT #080 800-285-5800 IA        	53.89
2013528	Online Transfer from SAV ...9790	-1500
2013529	ANA AIR TORRANCE CA                          	-1593.5
2013530	ALEO RESTAURANT CORP NEW YORK NY             	12
2013530	CLINTON PARK CAFE BROOKLYN NY                	26
2013530	Jia Xing 39th INC NEW YORK NY                	54
2013531	MTA VENDING MACHINES BROOKLYN NY     	20
2013603	STARBUCKS A CO32271553 SEATTLE WA            	4.43
2013610	COLLEGE TRANSCRIPT 703-742-4200 VA           	7.25
2013619	PAYPAL *ENVATO 4029357733                    	47
2013620	PAYPAL *ENVATO 4029357733                    	17
2013621	WUFOO.COM/CHARGE 813-4213676 CA              	29.95
2013705	AIR CANADA  01472902793 WALTHAM MA           	803.23
2013705	STUDENTUNIVERSE 800-2729676 MA               	60.92
2013715	PAYPAL *GETLEECHLTD 402-935-7733 CA          	3.99
2013722	WUFOO.COM/CHARGE 813-4213676 CA              	29.95
2013725	URBAN-OUTFITTERS-DIR 972-550-2751 PA         	98.51
2013729	AC LAWRENCE NEW YORK NY              	2050
2013729	AMAZON MKTPLACE PMTS AMZN.COM/BILL WA        	29.18
2013729	J MART GROUP INC FLUSHING NY                 	58.05
2013729	MTA VENDING MACHINES NEW YORK NY     	20
2013729	Online Transfer from SAV ...9790	0
2013729	URBAN-OUTFITTERS-DIR 972-550-2751 PA         	10.87
2013729	WZ NY EASTERN WIRELES 646-508-7888 NY        	65.32
2013730	OFFICIAL CHECKS C	8
2013730	OFFICIAL CHECKS C	8
2013730	PINKBERRY-6THNY NEW YORK NY                  	5.72
2013730	WITHDRAWAL 	2700
2013731	BAGELS & MORE NEW YORK NY                    	11
2013801	UNIVERSITY MARKET PLACE NEW YORK NY          	9.74
2013802	PIONEER SUPERMARKE BROOKLYN NY     	18.65
2013805	GRISTEDES # 059 NEW YORK NY        	7.66
2013805	HANABI FOOD INC NEW YORK NY                  	9.75
2013805	LEGEND BAR & RESTAURANT NEW YORK NY          	22
2013805	STARBUCKS #00823 NEW YO New York NY          	3.87
2013805	STARBUCKS #07675 NEW YO New York NY          	9.25
2013805	TWC*TIME WARNER NYC 718-358-0900 NY          	50.42
2013805	UNIVERSITY MARKET PLACE NEW YORK NY          	7.02
2013805	WAZA SUSHI BROOKLYN NY                       	41
2013806	AMERICA OOTOYA NEW YORK NY                   	57
